,shootmass,leafnum,nodulenum,meannodulemass,totalnodulemass,chloro,harvester,harvestdate,plant_age,strain,nitrogen,field,plot,plantspori,plantpopori,plantsprear,plantpoprear,type,dataset_year
731,0.10,6,14,2.0286000,28.4000000,36.4,SJ,7/29/19,41,177C,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
732,0.00,3,43,0.0581000,2.4997000,NA,TG,8/8/19,43,338D,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
733,0.04,4,23,0.5547000,12.7570000,24.8,SJ,7/29/19,37,758,Control,1,1C,T. repens,NA,NA,NA,treat,2018
734,0.04,NA,31,0.1670000,5.1770000,39.7,CA,8/8/19,NA,758,Control,1,1C,T. repens,NA,NA,NA,treat,2018
735,0.02,3,20,0.3172000,6.3440000,31.9,TG,8/8/19,42,773,Nitrogen,4,4N,T. pratense,NA,NA,NA,treat,2018
736,0.02,3,8,0.6219000,4.9749000,16.6,SJ,7/29/19,41,859,Nitrogen,4,4N,T. repens,NA,NA,NA,treat,2018
737,0.11,3,97,0.7490000,72.6562000,38,TG,8/8/19,43,324D,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
738,0.01,4,10,0.3760000,3.7600000,NA,SJ,7/29/19,41,214C,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
739,0.03,3,4,2.5935000,10.3740000,34.4,TG,8/8/19,43,287D,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
740,0.02,4,10,0.1535000,1.5350000,31.6,SJ,7/29/19,35,837,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
741,0.06,4,21,0.2313000,4.8570000,22.4,SJ,7/29/19,35,90B,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
742,0.02,3,25,0.2569000,6.4229000,28,SJ,7/29/19,41,438,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
743,0.01,2,10,0.3155000,3.1550000,NA,TG,8/8/19,43,396B,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
744,0.10,4,33,1.6287000,53.7460000,41.2,SC,8/9/19,44,154B,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
745,0.04,4,5,1.3430000,6.7150000,30.1,SJ,7/29/19,41,328,Nitrogen,2,2N,T. pratense,NA,NA,NA,treat,2018
746,0.00,1,2,0.1215000,0.2430000,NA,SJ,7/29/19,41,214C,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
747,0.04,4,36,0.4411000,15.8784000,31.2,JL,7/29/19,40,636,Control,1,1C,T. repens,NA,NA,NA,treat,2018
748,0.02,3,11,0.3178000,3.4960000,27.6,JL,7/29/19,35,125A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
749,0.11,4,79,0.6890000,54.4310000,45.3,SC,8/9/19,44,627,Control,6,6C,T. repens,NA,NA,NA,treat,2018
750,0.02,3,54,0.0943000,5.0940000,10.2,SC,8/9/19,44,160,Control,5,5C,T. pratense,NA,NA,NA,treat,2018
751,0.06,4,49,1.3031000,63.8519000,35.4,SC,8/9/19,44,209,Nitrogen,6,6N,T. hybridum,NA,NA,NA,treat,2018
752,0.01,3,26,0.2062000,5.3600000,26.2,SC,8/9/19,44,344,Control,6,6C,T. pratense,NA,NA,NA,treat,2018
753,0.02,4,1,0.3960000,0.3960000,26,SC,8/9/19,44,381A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
754,0.12,4,40,1.3434000,53.7373000,45.1,SC,8/9/19,40,577,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
755,0.03,4,8,1.9643000,15.7140000,38,SC,8/9/19,44,80A,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
756,0.00,1,0,0.0000000,0.0000000,NA,JL,7/29/19,37,375D,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
757,0.02,2,6,1.7643000,10.5860000,33.7,SC,8/9/19,44,356A,Nitrogen,6,6N,T. hybridum,NA,NA,NA,treat,2018
758,0.08,6,6,4.9718000,29.8310000,9.2,JL,7/29/19,41,318,Control,2,2C,T. pratense,NA,NA,NA,treat,2018
759,0.02,2,20,0.2810000,5.6200000,30.6,CA,8/15/19,41,156,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
760,0.00,1,4,0.5595000,2.2380000,NA,SC,8/9/19,44,461,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
761,0.06,3,21,0.8210000,17.2410000,36.2,SC,8/9/19,44,175A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
762,0.04,4,1,0.3790000,0.3790000,40.5,JL,7/29/19,40,493,Control,5,5C,T. pratense,NA,NA,NA,treat,2018
763,0.01,3,6,0.1238000,0.7430000,13.5,JL,7/29/19,41,498,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
764,0.00,2,5,0.0784000,0.3920000,17.4,CA,8/18/19,44,51C,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
765,0.03,4,11,1.3005000,14.3060000,24.7,SJ,7/30/19,36,627,Control,6,6C,T. repens,NA,NA,NA,treat,2018
766,0.01,4,39,0.0586000,2.2837000,NA,SJ,7/30/19,42,762,Nitrogen,5,5N,T. pratense,NA,NA,NA,treat,2018
767,0.10,4,11,2.2955000,25.2510000,32.1,SJ,7/30/19,38,596,Nitrogen,1,1N,T. repens,NA,NA,NA,treat,2018
768,0.13,NA,19,0.0738000,1.4020000,47.3,MH,8/7/19,42,596,Nitrogen,1,1N,T. repens,NA,NA,NA,treat,2018
769,0.04,4,5,2.0622000,10.3110000,45.9,SJ,7/30/19,42,273A,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
770,0.03,4,8,1.8985000,15.1880000,31.2,SJ,7/30/19,42,367A,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
771,0.01,3,7,1.0353000,7.2470000,42.2,SJ,7/30/19,36,200A,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
772,0.02,4,11,0.8507000,9.3580000,25.7,SJ,7/30/19,42,461,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
773,0.04,3,20,1.3545000,27.0890000,33.3,SC,8/9/19,44,80A,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
774,0.01,3,2,0.7985000,1.5970000,25.2,SJ,7/30/19,41,105A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
775,0.03,4,2,4.7340000,9.4680000,36.4,SJ,7/30/19,36,110,Control,4,4C,T. repens,NA,NA,NA,treat,2018
776,0.01,3,23,0.0841000,1.9341000,17.4,JL,7/30/19,38,636,Control,1,1C,T. repens,NA,NA,NA,treat,2018
777,0.02,3,16,0.6389000,10.2230000,40.5,JL,8/11/19,46,164A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
778,0.13,5,103,1.3818000,142.3254000,38.3,JL,8/11/19,46,16,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
779,0.11,6,13,1.9941000,25.9230000,41.1,JL,7/30/19,42,499,Control,3,3C,T. pratense,NA,NA,NA,treat,2018
780,0.01,3,9,0.2083000,1.8750000,9.3,JL,7/30/19,36,97,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
781,0.10,3,15,1.7264000,25.8960000,47.7,JL,8/11/19,46,336A,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
782,0.02,5,28,0.1538000,4.3060000,18.2,JL,7/30/19,42,796,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
783,0.14,15,13,3.4735000,45.1560000,41.3,JL,7/30/19,42,154B,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
784,0.01,3,10,0.6725000,6.7250000,32,JL,8/11/19,42,286F,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
785,0.12,4,29,2.0266000,58.7710000,35,JL,8/11/19,46,290D,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
786,0.03,5,19,0.7364000,13.9910000,27.8,JL,7/30/19,36,396B,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
787,0.04,4,7,2.3757000,16.6300000,30.9,JL,7/30/19,36,149C,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
788,0.04,3,2,2.8950000,5.7900000,31.7,SJ,8/5/19,36,74D,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
789,0.16,7,36,1.1302000,40.6855000,39.8,JL,7/30/19,42,462,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
790,0.02,4,23,0.0698000,1.6050000,22,SJ,8/5/19,39,651,Nitrogen,6,6N,T. hybridum,NA,NA,NA,treat,2018
791,0.05,5,2,0.2640000,0.5280000,32.8,SJ,8/5/19,40,113,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
792,0.06,6,10,2.7906000,27.9060000,38.4,JL,7/30/19,41,149C,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
793,0.07,6,5,4.8650000,24.3250000,38.9,JL,7/30/19,42,286F,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
794,0.08,5,18,0.6000000,10.8000000,35,JL,7/30/19,36,248A,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
795,0.16,19,20,1.9751000,39.5010000,45.4,JL,7/30/19,42,462,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
796,0.08,6,5,2.0920000,10.4600000,45,MH,7/30/19,38,303B,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
797,0.03,4,30,0.0468000,1.4050000,14.1,MH,7/30/19,42,699,Nitrogen,5,5N,T. repens,NA,NA,NA,treat,2018
798,0.09,5,18,0.5412000,9.7420000,45.2,MH,7/30/19,42,538,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
799,0.07,4,3,0.3110000,0.9330000,37.7,SJ,8/5/19,40,145,Control,3,3C,T. pratense,NA,NA,NA,treat,2018
800,0.07,3,3,3.4143000,10.2430000,40.7,SJ,8/5/19,36,214C,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
801,0.05,4,7,0.7191000,5.0340000,34.7,MH,7/30/19,41,45A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
802,0.12,4,12,0.8385000,10.0615000,45.8,SJ,8/5/19,40,56,Nitrogen,5,5N,T. repens,NA,NA,NA,treat,2018
803,0.08,4,27,0.4516000,12.1920000,39.3,SJ,8/5/19,40,391B,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
804,0.01,3,5,0.1558000,0.7790000,33.4,SJ,8/5/19,40,729,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
805,0.03,4,7,0.6664000,4.6650000,41.4,JL,7/30/19,36,310A,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
806,0.03,4,10,0.1536000,1.5360000,7.9,MH,7/30/19,41,643,Nitrogen,2,2N,T. pratense,NA,NA,NA,treat,2018
807,0.03,2,3,1.0880000,3.2640000,38.1,SJ,8/5/19,40,387C,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
808,0.05,3,4,0.3283000,1.3130000,32.8,SJ,8/5/19,40,154B,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
809,0.05,4,10,0.3763000,3.7630000,34.4,SJ,8/5/19,40,837,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
810,0.00,1,4,0.0343000,0.1370000,NA,SJ,8/5/19,40,511,Nitrogen,3,3N,T. pratense,NA,NA,NA,treat,2018
811,0.00,2,0,0.0000000,0.0000000,5.9,MH,7/30/19,42,627,Control,6,6C,T. repens,NA,NA,NA,treat,2018
812,0.07,NA,13,1.1182000,14.5370000,37,MH,8/19/19,45,627,Control,6,6C,T. repens,NA,NA,NA,treat,2018
813,0.02,2,20,0.0795000,1.5900000,26.5,SJ,8/5/19,40,108,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
814,0.05,3,20,0.3085000,6.1700000,38.9,SJ,8/5/19,40,381,Nitrogen,3,3N,T. repens,NA,NA,NA,treat,2018
815,0.06,4,3,1.0427000,3.1280000,38.7,SJ,8/5/19,40,726,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
816,0.05,4,10,0.1849000,1.8490000,44.3,SJ,8/6/19,37,372B,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
817,0.05,4,40,0.4926000,19.7053000,43.3,MH,8/15/19,43,717,Nitrogen,6,6N,T. pratense,NA,NA,NA,treat,2018
818,0.13,5,23,0.8473000,19.4880000,42.1,MH,8/3/19,45,144A,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
819,0.02,4,5,0.2160000,1.0800000,15.9,MH,8/3/19,40,651,Nitrogen,6,6N,T. hybridum,NA,NA,NA,treat,2018
820,0.04,3,8,0.4250000,3.4000000,50.5,SJ,8/6/19,41,236C,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
821,0.02,3,7,0.1867000,1.3070000,38.8,SJ,8/6/19,41,527,Nitrogen,3,3N,T. pratense,NA,NA,NA,treat,2018
822,0.05,6,20,1.1772000,23.5440000,33.1,SJ,7/30/19,42,559,Control,4,4C,T. pratense,NA,NA,NA,treat,2018
823,0.02,3,14,0.1006000,1.4080000,15.1,SJ,7/30/19,42,415,Control,3,3C,T. repens,NA,NA,NA,treat,2018
824,0.15,7,17,1.3748000,23.3720000,40.6,SJ,7/30/19,42,218A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
825,0.03,4,15,0.7118000,10.6770000,26.7,SJ,7/30/19,42,51C,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
826,0.03,4,8,1.1141000,8.9130000,44.1,SJ,7/30/19,42,296A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
827,0.06,6,6,1.3848000,8.3090000,40.1,SJ,7/30/19,42,377B,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
828,0.03,5,6,0.8535000,5.1210000,33.8,SJ,7/30/19,41,108,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
829,0.07,5,4,0.5750000,2.3000000,34.8,SJ,7/30/19,36,375C,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
830,0.07,5,7,1.9660000,13.7620000,36.8,SJ,7/30/19,42,153C,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
831,0.14,7,3,0.3810000,1.1430000,42.6,SJ,7/30/19,42,377A,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
832,0.02,4,8,0.8476000,6.7810000,27.4,JL,7/30/19,41,3,Control,6,6C,T. repens,NA,NA,NA,treat,2018
833,0.02,NA,NA,NA,NA,NA,NA,8/7/19,42,3,Control,6,6C,T. repens,NA,NA,NA,treat,2018
834,0.08,4,23,0.0975000,2.2430000,45.7,SJ,8/6/19,41,377B,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
835,0.03,3,18,0.1362000,2.4510000,23.1,SJ,8/6/19,41,173,Control,2,2C,T. repens,NA,NA,NA,treat,2018
836,0.06,5,28,1.2007000,33.6200000,39.4,JL,7/30/19,42,287D,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
837,0.03,4,28,0.4217000,11.8070000,11.8,JL,7/30/19,42,859,Nitrogen,4,4N,T. repens,NA,NA,NA,treat,2018
838,0.00,2,25,0.0378000,0.9440000,19,MH,8/15/19,37,859,Nitrogen,4,4N,T. repens,NA,NA,NA,treat,2018
839,0.05,4,7,2.2260000,15.5820000,38.8,JL,7/30/19,38,301B,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
840,0.03,3,13,0.4535000,5.8950000,37.4,CA,8/6/19,41,375C,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
841,0.03,5,12,1.4636000,17.5636000,32.7,JL,7/30/19,41,267B,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
842,0.02,3,21,0.0582000,1.2220000,22.5,CA,8/6/19,40,796,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
843,0.04,4,18,0.1049000,1.8890000,23.1,CA,8/6/19,37,310A,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
844,0.04,4,24,0.4529000,10.8700000,37.7,CA,8/6/19,41,147A,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
845,0.04,4,16,0.5480000,8.7680000,38.1,JL,7/30/19,36,55D,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
846,0.03,3,24,0.0895000,2.1470000,30.6,CA,8/6/19,37,50,Control,1,1C,T. pratense,NA,NA,NA,treat,2018
847,0.04,4,5,1.7100000,8.5500000,50.1,CA,8/6/19,41,336A,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
848,0.05,5,14,1.3113000,18.3580000,31.1,JL,7/30/19,42,67B,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
849,0.07,5,3,9.8367000,29.5100000,43.8,JL,7/30/19,36,225A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
850,0.01,2,3,0.1390000,0.4170000,35.8,CA,8/6/19,41,273A,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
851,0.14,5,24,2.1382000,51.3160000,47.2,JL,7/30/19,41,145,Control,3,3C,T. pratense,NA,NA,NA,treat,2018
852,0.01,3,7,0.2883000,2.0180000,33.8,JL,7/30/19,41,303B,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
853,0.02,2,3,0.6213000,1.8640000,38.3,JL,7/30/19,42,73A,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
854,0.12,9,34,0.5659000,19.2410000,37,JL,7/30/19,38,272A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
855,0.03,NA,6,0.1425000,0.8550000,35.5,MH,8/7/19,42,272A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
856,0.02,3,6,1.3420000,8.0520000,39.7,SJ,7/30/19,38,105A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
857,0.02,2,8,0.5004000,4.0030000,39.2,CA,8/6/19,41,156,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
858,0.02,4,2,2.5975000,5.1950000,34.5,SJ,7/30/19,36,34A,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
859,0.01,3,0,0.0000000,0.0000000,NA,SJ,7/30/19,36,323A,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
860,0.11,7,14,0.9871000,13.8200000,46.7,SJ,7/30/19,41,272A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
861,0.09,4,11,1.6242000,17.8660000,43.4,CA,8/6/19,41,90B,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
862,0.16,8,12,1.9620000,23.5440000,40.7,SJ,7/30/19,42,67B,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
863,0.13,5,4,0.1475000,0.5900000,42.4,MH,8/6/19,41,499,Control,3,3C,T. pratense,NA,NA,NA,treat,2018
864,0.13,4,17,1.1495000,19.5410000,44.8,MH,8/6/19,41,303B,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
865,0.03,4,NA,NA,NA,NA,NA,NA,NA,343A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
866,0.01,3,21,0.0624000,1.3110000,16.9,TG,8/1/19,40,415,Control,3,3C,T. repens,NA,NA,NA,treat,2018
867,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,Control,3,3C,T. repens,NA,NA,NA,treat,2018
868,0.05,4,55,0.1583000,8.7047000,28.6,MH,8/6/19,41,527,Nitrogen,3,3N,T. pratense,NA,NA,NA,treat,2018
869,0.08,4,6,2.3003000,13.8020000,48.4,MJH,8/6/19,41,245A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
870,0.19,9,45,0.6867000,30.9000000,42.2,TG,8/1/19,44,290D,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
871,0.05,3,29,0.5320000,15.4270000,33.7,MJH,8/6/19,41,3,Control,6,6C,T. repens,NA,NA,NA,treat,2018
872,0.06,4,27,0.6085000,16.4290000,40.8,MJH,8/6/19,37,324C,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
873,0.03,4,1,0.0005000,0.0005000,36.5,TG,8/5/19,48,310A,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
874,0.09,5,37,0.6909000,25.5633000,43.1,TG,8/5/19,48,290D,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
875,0.00,1,7,0.0994000,0.6960000,NA,MJH,8/6/19,37,478,Nitrogen,2,2N,T. repens,NA,NA,NA,treat,2018
876,0.02,3,75,0.1499000,11.2400000,14.4,TG,8/5/19,42,796,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
877,0.06,5,23,0.2064000,4.7479000,41.2,TG,8/5/19,48,218A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
878,0.13,6,12,0.1468000,1.7620000,39.2,TG,8/5/19,48,193C,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
879,NA,NA,NA,NA,NA,NA,NA,8/6/19,NA,193C,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
880,0.01,4,19,0.6516000,12.3810000,25.2,TG,8/5/19,42,116,Nitrogen,1,1N,T. pratense,NA,NA,NA,treat,2018
881,0.06,5,16,0.3016000,4.8263000,44.4,TG,8/5/19,44,462,Control,5,5C,T. hybridum,NA,NA,NA,treat,2018
882,0.11,4,4,6.0063000,24.0250000,46.8,MJH,8/6/19,41,296A,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
883,0.13,4,45,1.1773000,52.9770000,50.7,MJH,8/6/19,41,267B,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
884,0.04,4,35,0.1405000,4.9163000,27,MJH,8/6/19,41,173,Control,2,2C,T. repens,NA,NA,NA,treat,2018
885,0.03,3,40,0.1736000,6.9440000,21.6,MJH,8/6/19,41,97,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
886,0.01,2,45,0.0535000,2.4090000,NA,MJH,8/6/19,41,51D,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
887,0.01,3,11,0.3242000,3.5660000,28.8,SJ,8/6/19,41,51B,Nitrogen,3,3N,T. hybridum,NA,NA,NA,treat,2018
888,0.01,3,8,0.1095000,0.8760000,NA,SJ,8/6/19,41,147A,Control,2,2C,T. hybridum,NA,NA,NA,treat,2018
889,0.05,2,12,0.8400000,10.0800000,41,MH,8/15/19,41,706,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
890,0.01,3,2,1.4280000,2.8560000,NA,SJ,8/6/19,41,773,Nitrogen,4,4N,T. pratense,NA,NA,NA,treat,2018
891,0.04,5,17,0.9678000,16.4520000,33.9,TG,8/5/19,47,381,Nitrogen,3,3N,T. repens,NA,NA,NA,treat,2018
892,0.10,5,30,1.1415000,34.2444000,42.7,TG,8/5/19,42,391B,Nitrogen,2,2N,T. hybridum,NA,NA,NA,treat,2018
893,0.11,4,6,0.8578000,5.1470000,41.7,SJ,8/6/19,41,726,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
894,0.15,5,22,2.1319000,46.9017000,43.9,TG,8/5/19,48,56,Nitrogen,5,5N,T. repens,NA,NA,NA,treat,2018
895,0.05,4,14,0.1340000,1.8760000,29.4,SJ,8/6/19,37,438,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
896,0.04,4,48,0.4400000,21.1200000,36.8,TG,8/5/19,42,113,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
897,0.03,5,33,0.6325000,20.8725000,29.2,TG,8/6/19,48,113,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
898,0.03,NA,22,0.3036000,6.6790000,36,MH,8/7/19,38,113,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
899,0.01,2,5,0.3018000,1.5090000,29.7,TG,8/6/19,43,308,Control,6,6C,T. pratense,NA,NA,NA,treat,2018
900,0.04,4,2,0.5105000,1.0210000,35.9,SJ,8/6/19,41,245A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
901,0.01,4,18,0.3881000,6.9863000,21,TG,8/6/19,45,125A,Control,6,6C,T. hybridum,NA,NA,NA,treat,2018
902,0.05,4,17,1.7586000,29.8957000,37.3,TG,8/6/19,45,328,Nitrogen,2,2N,T. pratense,NA,NA,NA,treat,2018
903,0.01,3,15,0.2364000,3.5460000,25.7,CA,8/15/19,45,180,Control,5,5C,T. repens,NA,NA,NA,treat,2018
904,0.00,1,0,0.0000000,0.0000000,NA,TG,8/6/19,49,87B,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
905,0.00,2,13,0.0195000,0.2535000,NA,SJ,8/6/19,41,511,Nitrogen,3,3N,T. pratense,NA,NA,NA,treat,2018
906,0.00,2,11,0.0495000,0.5450000,NA,TG,8/6/19,45,74D,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
907,0.07,6,11,1.1766000,12.9430000,41.6,TG,8/6/19,49,861,Control,5,5C,T. repens,NA,NA,NA,treat,2018
908,0.02,4,10,0.8133000,8.1330000,32.1,JL,8/5/19,44,643,Nitrogen,2,2N,T. pratense,NA,NA,NA,treat,2018
909,0.03,5,3,3.4380000,10.3140000,25.4,JL,8/5/19,42,292A,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
910,0.01,3,7,0.5553000,3.8870000,28,JL,8/5/19,47,901,Control,2,2C,T. repens,NA,NA,NA,treat,2018
911,0.12,7,59,1.2526000,73.9034000,41.8,JL,8/5/19,48,295A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
912,0.04,4,44,0.1986000,8.7369000,4.6,JL,8/5/19,48,74D,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
913,0.14,NA,10,0.4483000,4.4830000,38.8,MH,8/19/19,45,74D,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
914,0.03,5,34,0.4047000,13.7609000,27.3,JL,8/5/19,48,310B,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
915,0.11,7,10,2.8363000,28.3630000,39.4,JL,8/6/19,49,245A,Nitrogen,1,1N,T. hybridum,NA,NA,NA,treat,2018
916,0.09,5,11,2.1071000,23.1780000,28.9,JL,8/6/19,43,298A,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
917,0.16,9,40,1.8238000,72.9520000,28.2,JL,8/6/19,49,356A,Nitrogen,6,6N,T. hybridum,NA,NA,NA,treat,2018
918,0.04,5,116,0.2096000,24.3175000,19.1,JL,8/6/19,49,180,Control,5,5C,T. repens,NA,NA,NA,treat,2018
919,0.04,4,32,0.8324000,26.6379000,16.5,JL,8/6/19,49,837,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
920,0.02,NA,36,0.2793000,10.0536000,30.9,CA,8/8/19,NA,837,Control,3,3C,T. hybridum,NA,NA,NA,treat,2018
921,0.02,2,20,0.0313000,0.6256000,17.8,SJ,8/6/19,37,338D,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
922,0.02,2,3,1.6173000,4.8520000,26.1,JL,8/6/19,43,248A,Nitrogen,5,5N,T. hybridum,NA,NA,NA,treat,2018
923,0.02,4,77,0.0785000,6.0445000,16.1,JL,8/6/19,48,344,Control,6,6C,T. pratense,NA,NA,NA,treat,2018
924,0.05,2,1,2.4960000,2.4960000,42.5,SJ,8/6/19,37,328,Nitrogen,2,2N,T. pratense,NA,NA,NA,treat,2018
925,0.04,2,5,0.0560000,0.2800000,39.6,SJ,8/6/19,37,193C,Control,1,1C,T. hybridum,NA,NA,NA,treat,2018
926,0.03,4,32,0.4618000,14.7765000,22.5,TG,8/6/19,49,3A,Control,4,4C,T. hybridum,NA,NA,NA,treat,2018
